timestamp,scene_number,scene_snapshot_number,scene_snapshot_path,subtitle,cleaned_subtitle,snapshot_desc,profanity_present,nudity_present,should_censor
400314,,,,[Coughing],,,False,False,False
406071,,,,[Panting],,,False,False,False
408198,,,,[Labored breathing],,,False,False,False
411034,,,,[Snarling],,,False,False,False
415330,,,,[Gasps],,,False,False,False
421878,,,,[Crackling],,,False,False,False
431929,,,,[Chittering],,,False,False,False
541121,,,,[Galloping hooves],,,False,False,False
583580,,,,[Stamps],,,False,False,False
589670,,,,"Go on, Father's watching.",,,False,False,False
594342,,,,And your mother.,,,False,False,False
602224,,,,"Fine work, as always.
Well done.",,,False,False,False
605687,,,,Thank you.,,,False,False,False
607480,,,,"I love the detail that you've managed
to get in these corners.",,,False,False,False
611443,,,,Quite beautiful.,,,False,False,False
613361,,,,The stitching...,,,False,False,False
615362,,,,"Oh, no, no, no. This stitch is very...",,,False,False,False
617698,,,,"[Arrows impacting, men laughing]",,,False,False,False
619284,,,,"- It's beautiful.
- Thank you.",,,False,False,False
628418,,,,[Arrow impacting],,,False,False,False
634256,,,,"- [Sighs]
- [Laughing]",,,False,False,False
636425,,,,"And which one of you
was a marksman at ten?",,,False,False,False
640221,,,,"Keep practicing, Bran.",,,False,False,False
643891,,,,Go on.,,,False,False,False
645977,,,,"Don't think too much, Bran.",,,False,False,False
651065,,,,Relax your bow arm.,,,False,False,False
662327,,,,[Men laughing],,,False,False,False
665371,,,,"- Quick, Bran!
- Faster.",,,False,False,False
668458,,,,Lord Stark!,,,False,False,False
672504,,,,My lady.,,,False,False,False
674588,,,,A guardsman just rode in from the hills.,,,False,False,False
676924,,,,"They've captured a deserter
from the Night's Watch.",,,False,False,False
683222,,,,Get the lads to saddle their horses.,,,False,False,False
685474,,,,Do you have to?,,,False,False,False
687559,,,,"He swore an oath, Cat.",,,False,False,False
689770,,,,"Law is law, my lady.",,,False,False,False
692774,,,,Tell Bran he's coming too.,,,False,False,False
696778,,,,Ned.,,,False,False,False
698487,,,,"Ten is too young
to see such things.",,,False,False,False
700906,,,,He won't be a boy forever.,,,False,False,False
704452,,,,And winter is coming.,,,False,False,False
725265,,,,"Good lad, go run back and get the rest.",,,False,False,False
733606,,,,White walkers.,,,False,False,False
735315,,,,I saw the white walkers.,,,False,False,False
738153,,,,White walkers.,,,False,False,False
740155,,,,"The white walkers, I saw them.",,,False,False,False
743323,,,,[Exhales],,,False,False,False
752000,,,,I know I broke my oath.,,,False,False,False
754836,,,,And I know I'm a deserter.,,,False,False,False
757213,,,,"I should have gone back to the Wall
and warned them, but...",,,False,False,False
761049,,,,I saw what I saw.,,,False,False,False
763178,,,,I saw the white walkers.,,,False,False,False
766680,,,,People need to know.,,,False,False,False
770684,,,,If you can get word to my family...,,,False,False,False
772645,,,,tell them I'm no coward.,,,False,False,False
775064,,,,Tell them I'm sorry.,,,False,False,False
794041,,,,"[Whispers] Forgive me, Lord.",,,False,False,False
800088,,,,"In the name of Robert
of the House Baratheon,",,,False,False,False
802382,,,,"- the first of his name...
- Don't look away.",,,False,False,False
804468,,,,"...King of the Andals and the First Men...
- Father will know if you do.",,,False,False,False
807429,,,,"...Lord of the Seven Kingdoms
and protector of the realm,",,,False,False,False
810891,,,,"I, Eddard of the House Stark,",,,False,False,False
813895,,,,"Lord of Winterfell
and Warden of the North,",,,False,False,False
816564,,,,sentence you to die.,,,False,False,False
833830,,,,You did well.,,,False,False,False
863694,,,,You understand why I did it?,,,False,False,False
865280,,,,Jon said he was a deserter.,,,False,False,False
867281,,,,"But do you understand
why I had to kill him?",,,False,False,False
869951,,,,"""Our way is the old way""?",,,False,False,False
873203,,,,"The man who passes the sentence
should swing the sword.",,,False,False,False
877916,,,,Is it true he saw the white walkers?,,,False,False,False
882338,,,,"The white walkers have been gone
for thousands of years.",,,False,False,False
886467,,,,So he was lying?,,,False,False,False
892472,,,,A madman sees what he sees.,,,False,False,False
920751,,,,What is it?,,,False,False,False
925048,,,,Mountain lion?,,,False,False,False
928092,,,,"There are no mountain lions
in these woods.",,,False,False,False
957704,,,,[Pup whines],,,False,False,False
976598,,,,It's a freak.,,,False,False,False
979769,,,,It's a direwolf.,,,False,False,False
990320,,,,Tough old beast.,,,False,False,False
994866,,,,"There are no direwolves
south of the Wall.",,,False,False,False
997828,,,,Now there are five.,,,False,False,False
1000747,,,,You want to hold it?,,,False,False,False
1003918,,,,[Pup whimpers],,,False,False,False
1006963,,,,[Bran] Where will they go?,,,False,False,False
1008588,,,,Their mother's dead.,,,False,False,False
1010424,,,,They don't belong down here.,,,False,False,False
1012092,,,,"Better a quick death.
They won't last without their mother.",,,False,False,False
1016012,,,,"- Right. Give it here.
- No!",,,False,False,False
1018140,,,,"- [Whimpers]
- Put away your blade.",,,False,False,False
1019934,,,,"- I take orders from your father, not you.
- Please, Father!",,,False,False,False
1022978,,,,"I'm sorry, Bran.",,,False,False,False
1024896,,,,Lord Stark?,,,False,False,False
1027733,,,,There are five pups.,,,False,False,False
1030610,,,,One for each of the Stark children.,,,False,False,False
1032821,,,,"- [Pup cries]
- The direwolf is the sigil of your house.",,,False,False,False
1036701,,,,They were meant to have them.,,,False,False,False
1044166,,,,You will train them yourselves.,,,False,False,False
1046461,,,,You will feed them yourselves.,,,False,False,False
1048463,,,,"And if they die, you will bury them yourselves.",,,False,False,False
1059973,,,,What about you?,,,False,False,False
1062559,,,,I'm not a Stark.,,,False,False,False
1064353,,,,Get on.,,,False,False,False
1073445,,,,[Whimpering],,,False,False,False
1076491,,,,What is it?,,,False,False,False
1082163,,,,"The runt of the litter.
That one's yours, Snow.",,,False,False,False
1094800,,,,[Bells tolling],,,False,False,False
1145851,,,,"As your brother,
I feel it's my duty to warn you...",,,False,False,False
1150272,,,,you worry too much.,,,False,False,False
1152399,,,,"- It's starting to show.
- And you never worry about anything.",,,False,False,False
1157029,,,,"When we were seven and you jumped off
the cliffs at Casterly Rock,",,,False,False,False
1161075,,,,"100-foot drop into the water...
you were never afraid.",,,False,False,False
1165579,,,,"There was nothing to be afraid of
until you told Father.",,,False,False,False
1168331,,,,"[Mimics] ""We're Lannisters.
Lannisters don't act like fools.""",,,False,False,False
1174338,,,,"- What if Jon Arryn told someone?
- But who would he tell?",,,False,False,False
1179260,,,,My husband.,,,False,False,False
1180511,,,,"If he told the king, both our heads would be
skewered on the city gates by now.",,,False,False,False
1185808,,,,"Whatever Jon Arryn knew or didn't know,
it died with him.",,,False,False,False
1189811,,,,"And Robert will choose
a new Hand of the King,",,,False,False,False
1191771,,,,"someone to do his job while he's off
fucking boars and hunting whores."," Someone to complete their tasks when they're away
playing with wild pigs and visiting friends.",,True,False,False
1195483,,,,Or is it the other way around?,,,False,False,False
1198695,,,,And life will go on.,,,False,False,False
1201156,,,,You should be the Hand of the King.,,,False,False,False
1204618,,,,That's an honor I can do without.,,,False,False,False
1206578,,,,"Their days are too long,",,,False,False,False
1208330,,,,their lives are too short.,,,False,False,False
1215546,,,,[Thunder rumbles],,,False,False,False
1222802,,,,[Caws],,,False,False,False
1238193,,,,[Birds chirping],,,False,False,False
1249538,,,,"All these years,",,,False,False,False
1250873,,,,"and I still feel like an outsider
when I come here.",,,False,False,False
1255836,,,,You have five northern children.,,,False,False,False
1258755,,,,You're not an outsider.,,,False,False,False
1261174,,,,I wonder if the old gods agree.,,,False,False,False
1264928,,,,It's your gods with all the rules.,,,False,False,False
1273561,,,,"I am so sorry, my love.",,,False,False,False
1277023,,,,"- Tell me.
- There was a raven from King's Landing.",,,False,False,False
1282780,,,,Jon Arryn is dead.,,,False,False,False
1284447,,,,A fever took him.,,,False,False,False
1289869,,,,I know he was like a father to you.,,,False,False,False
1295126,,,,"- Your sister, the boy?
- They both have their health,",,,False,False,False
1298295,,,,gods be good.,,,False,False,False
1310558,,,,The raven brought more news.,,,False,False,False
1314020,,,,The king rides for Winterfell...,,,False,False,False
1317440,,,,with the queen and all the rest of them.,,,False,False,False
1321152,,,,If he's coming this far north...,,,False,False,False
1325155,,,,there's only one thing he's after.,,,False,False,False
1327199,,,,"You can always say no, Ned.",,,False,False,False
1338918,,,,"[Catelyn] We'll need plenty of candles
for Lord Tyrion's chamber.",,,False,False,False
1342757,,,,"- I'm told he reads all night.
- I'm told he drinks all night.",,,False,False,False
1346635,,,,"How much could he possibly drink?
A man of his...",,,False,False,False
1349930,,,,stature?,,,False,False,False
1351598,,,,"We've brought up eight barrels of ale
from the cellar.",,,False,False,False
1354601,,,,Perhaps we'll find out.,,,False,False,False
1355935,,,,"In any case, candles.",,,False,False,False
1363903,,,,"Why is your mother so dead set on us
getting pretty for the king?",,,False,False,False
1366946,,,,"It's for the queen, I bet.
I hear she's a sleek bit of mink.",,,False,False,False
1369825,,,,I hear the prince is a right royal prick., I hear the prince can be quite difficult.,,True,False,False
1371993,,,,"Think of all those southern girls he gets to stab
with his right royal prick.", : 'Imagine all those young women in the south he can work with',,True,False,False
1377374,,,,"Go on, Tommy, shear him good.",,,False,False,False
1379626,,,,"He's never met a girl he likes better
than his own hair.",,,False,False,False
1382046,,,,[Laughter],,,False,False,False
1418915,,,,"- [Pup yaps]
- Gods, but they grow fast.",,,False,False,False
1424046,,,,Brandon!,,,False,False,False
1425673,,,,"I saw the king.
He's got hundreds of people.",,,False,False,False
1428800,,,,"How many times have I told you?
No climbing.",,,False,False,False
1432011,,,,"But he's coming right now, down our road.",,,False,False,False
1441981,,,,"I want you to promise me,",,,False,False,False
1444524,,,,no more climbing.,,,False,False,False
1451030,,,,I promise.,,,False,False,False
1454367,,,,"- Do you know what?
- What?",,,False,False,False
1457538,,,,"You always look at your feet
before you lie.",,,False,False,False
1459874,,,,[Chuckles],,,False,False,False
1461916,,,,Run and find your father.,,,False,False,False
1463793,,,,Tell him the king is close.,,,False,False,False
1510257,,,,"Where's Arya?
Sansa, where's your sister?",,,False,False,False
1523937,,,,"- Hey, hey, hey, hey.
- Oh.",,,False,False,False
1526232,,,,What are you doing with that on?,,,False,False,False
1530568,,,,"- Go on.
- [Groans]",,,False,False,False
1534030,,,,[Arya] Move!,,,False,False,False
1553341,,,,[Neighs],,,False,False,False
1617865,,,,Your Grace.,,,False,False,False
1624203,,,,You've got fat.,,,False,False,False
1632546,,,,[Laughter],,,False,False,False
1637968,,,,"- Cat!
- Your Grace.",,,False,False,False
1643639,,,,"Nine years... Why haven't I seen you?
Where the hell have you been?",,,False,False,False
1647226,,,,"Guarding the North for you, Your Grace.
Winterfell is yours.",,,False,False,False
1654693,,,,"- Where's the Imp?
- Will you shut up?",,,False,False,False
1657363,,,,[Robert] Who have we here?,,,False,False,False
1660240,,,,You must be Robb.,,,False,False,False
1664536,,,,"My, you're a pretty one.",,,False,False,False
1668081,,,,Your name is?,,,False,False,False
1670084,,,,Arya.,,,False,False,False
1672668,,,,"Oh, show us your muscles.",,,False,False,False
1676589,,,,[Chuckles] You'll be a soldier.,,,False,False,False
1681761,,,,"[Arya] That's Jaime Lannister,
the queen's twin brother.",,,False,False,False
1684306,,,,[Sansa] Would you please shut up?,,,False,False,False
1695983,,,,My queen.,,,False,False,False
1699988,,,,"Take me to your crypt.
I want to pay my respects.",,,False,False,False
1702116,,,,"We've been riding for a month, my love.",,,False,False,False
1704451,,,,Surely the dead can wait.,,,False,False,False
1706203,,,,Ned.,,,False,False,False
1717755,,,,Where's the Imp?,,,False,False,False
1722469,,,,[Queen] Where is our brother?,,,False,False,False
1724596,,,,Go and find the little beast.,,,False,False,False
1728724,,,,Tell me about Jon Arryn.,,,False,False,False
1731645,,,,One minute he was fine and then...,,,False,False,False
1735065,,,,"burned right through him,
whatever it was.",,,False,False,False
1738985,,,,I loved that man.,,,False,False,False
1741113,,,,We both did.,,,False,False,False
1742572,,,,"[Robert] He never had to teach you much,
but me? You remember me at 16?",,,False,False,False
1747034,,,,"- [Chuckles]
- All I wanted to do",,,False,False,False
1748995,,,,was crack skulls and fuck girls., Cracked some heads and hung out with friends.,,True,False,False
1751748,,,,"- He showed me what was what.
- Aye.",,,False,False,False
1755001,,,,"Don't look at me like that.
It's not his fault I didn't listen.",,,False,False,False
1757753,,,,[Both laugh],,,False,False,False
1760339,,,,[Sighs],,,False,False,False
1762175,,,,"I need you, Ned,",,,False,False,False
1764344,,,,"down at King's Landing, not up here
where you're no damn use to anybody."," At King's Landing, it seems I can't help much.",,True,False,False
1769892,,,,Lord Eddard Stark...,,,False,False,False
1772644,,,,I would name you the Hand of the King.,,,False,False,False
1779568,,,,I'm not worthy of the honor.,,,False,False,False
1781819,,,,I'm not trying to honor you.,,,False,False,False
1783363,,,,I'm trying to get you to run my kingdom,,,False,False,False
1785199,,,,"while I eat, drink and whore my way
to an early grave."," While I indulge, enjoy life, and make questionable choices, leading to a premature end.",,True,False,False
1789036,,,,"Damn it, Ned, stand up."," Crikey, Ned, could you please rise?",,True,False,False
1792414,,,,"You helped me win the Iron Throne,",,,False,False,False
1794500,,,,now help me keep the damn thing.," : ""Now help me take care of it.""",,True,False,False
1797336,,,,We were meant to rule together.,,,False,False,False
1799838,,,,"If your sister had lived,
we'd have been bound by blood.",,,False,False,False
1804635,,,,"Well, it's not too late.",,,False,False,False
1807887,,,,"I have a son,
you have a daughter.",,,False,False,False
1811391,,,,We'll join our houses.,,,False,False,False
1817396,,,,[Woman moaning],,,False,False,False
1830911,,,,[Sighs],,,False,False,False
1837209,,,,[Cup falls],,,False,False,False
1838251,,,,"It is true what they say
about the northern girls.",,,False,False,False
1841338,,,,[Giggles],,,False,False,False
1849428,,,,Did you hear the king's in Winterfell?,,,False,False,False
1851889,,,,I did hear something about that.,,,False,False,False
1853642,,,,And the queen and her twin brother.,,,False,False,False
1855935,,,,"They say that he is the most handsome man
in the Seven Kingdoms.",,,False,False,False
1859106,,,,And the other brother?,,,False,False,False
1861107,,,,"- The queen has two brothers?
- There's the pretty one...",,,False,False,False
1865529,,,,and there's the clever one.,,,False,False,False
1868531,,,,Mmm...,,,False,False,False
1870157,,,,I hear they call him the Imp.,,,False,False,False
1872536,,,,I hear he hates that nickname.,,,False,False,False
1874453,,,,Oh? I hear he's more than earned it.,,,False,False,False
1877957,,,,"I hear he's a drunken little lecher,",,,False,False,False
1880335,,,,prone to all manner of perversions.,,,False,False,False
1882921,,,,Clever girl.,,,False,False,False
1886465,,,,"We've been expecting you, Lord Tyrion.",,,False,False,False
1889636,,,,Have you?,,,False,False,False
1891346,,,,"- Already?
- Oh!",,,False,False,False
1895642,,,,"- The gods gave me one blessing.
- [Laughs]",,,False,False,False
1898478,,,,[Door opens],,,False,False,False
1903232,,,,"- Don't get up.
- My lord.",,,False,False,False
1905860,,,,"Should I explain to you the meaning of
a closed door in a whorehouse, brother?",,,False,False,False
1909655,,,,"You have much to teach me, no doubt,",,,False,False,False
1911825,,,,but our sister craves your attention.,,,False,False,False
1915703,,,,"She has odd cravings, our sister.",,,False,False,False
1917830,,,,A family trait.,,,False,False,False
1920000,,,,"Now, the Starks are feasting us at sundown.",,,False,False,False
1923462,,,,"- Don't leave me alone with these people.
- I'm sorry, I've begun the feast a bit early.",,,False,False,False
1927549,,,,And this is the first of many courses.,,,False,False,False
1931011,,,,I thought you might say that.,,,False,False,False
1933347,,,,But since we're short on time...,,,False,False,False
1936098,,,,"Come on, girls.",,,False,False,False
1937517,,,,[Giggling],,,False,False,False
1943357,,,,See you at sundown.,,,False,False,False
1945274,,,,[Tyrion] Close the door!,,,False,False,False
1959790,,,,"Did you have to bury her
in a place like this?",,,False,False,False
1964418,,,,She should be on a hill somewhere,,,False,False,False
1966754,,,,with the sun and the clouds above her.,,,False,False,False
1969215,,,,She was my sister.,,,False,False,False
1971385,,,,This is where she belongs.,,,False,False,False
1974221,,,,She belonged with me.,,,False,False,False
1982020,,,,"In my dreams,
I kill him every night.",,,False,False,False
1986774,,,,"It's done, Your Grace.
The Targaryens are gone.",,,False,False,False
1994281,,,,Not all of them.,,,False,False,False
1997828,,,,[Gull crying],,,False,False,False
2007128,,,,[Man] Daenerys!,,,False,False,False
2012259,,,,Daenerys.,,,False,False,False
2014094,,,,There's our bride-to-be.,,,False,False,False
2017097,,,,"Look, a gift from Illyrio.",,,False,False,False
2021268,,,,Touch it.,,,False,False,False
2022978,,,,"Go on, feel the fabric.",,,False,False,False
2030109,,,,Mmm.,,,False,False,False
2033280,,,,Isn't he a gracious host?,,,False,False,False
2038492,,,,"We've been his guests for over a year
and he's never asked us for anything.",,,False,False,False
2042289,,,,Illyrio's no fool.,,,False,False,False
2044290,,,,He knows I won't forget my friends,,,False,False,False
2046209,,,,when I come into my throne.,,,False,False,False
2052799,,,,You still slouch.,,,False,False,False
2058929,,,,Let them see.,,,False,False,False
2064018,,,,You have a woman's body now.,,,False,False,False
2069733,,,,[Sighs],,,False,False,False
2084663,,,,I need you to be perfect today.,,,False,False,False
2089210,,,,Can you do that for me?,,,False,False,False
2094132,,,,"You don't want to wake the dragon, do you?",,,False,False,False
2098677,,,,No.,,,False,False,False
2106853,,,,"When they write the history
of my reign, sweet sister,",,,False,False,False
2109563,,,,they will say it began today.,,,False,False,False
2135257,,,,"It's too hot, my lady.",,,False,False,False
2148018,,,,[Gulls crying],,,False,False,False
2158195,,,,Where is he?,,,False,False,False
2160239,,,,"The Dothraki are not known
for their punctuality.",,,False,False,False
2176422,,,,"[Illyrio speaks Dothraki] {Athchomar chomakaan, [zhey] khal vezhven}
Respect to one that is respectful, great Khal",,,False,False,False
2180594,,,,May I present my honored guests?,,,False,False,False
2182637,,,,"Viserys of House Targaryen,",,,False,False,False
2186308,,,,"the third of his name,",,,False,False,False
2187933,,,,"the rightful King of the Andals
and the First Men,",,,False,False,False
2191438,,,,"and his sister,",,,False,False,False
2192855,,,,Daenerys of House Targaryen.,,,False,False,False
2196817,,,,[Speaks Dothraki] <i>Azha anhaan asshilat...</i>,,,False,False,False
2198777,,,,Do you see how long his hair is?,,,False,False,False
2201322,,,,When Dothraki are defeated in combat,,,False,False,False
2204242,,,,"they cut off their braid
so the whole world can see their shame.",,,False,False,False
2207954,,,,Khal Drogo has never been defeated.,,,False,False,False
2213250,,,,"He's a savage, of course,
but he's one of the finest killers alive.",,,False,False,False
2218505,,,,And you will be his queen.,,,False,False,False
2221425,,,,"Come forward, my dear.",,,False,False,False
2263425,,,,Where is he going?,,,False,False,False
2264677,,,,"- The ceremony is over.
- But he... But he didn't say anything.",,,False,False,False
2267514,,,,Did he like her?,,,False,False,False
2268764,,,,"Trust me, Your Grace,
if he didn't like her, we'd know.",,,False,False,False
2275646,,,,[Illyrio] It won't be long now.,,,False,False,False
2278023,,,,"Soon you will cross the narrow sea
and take back your father's throne.",,,False,False,False
2282904,,,,"The people drink secret toasts
to your health.",,,False,False,False
2286866,,,,They cry out for their true king.,,,False,False,False
2292871,,,,When will they be married?,,,False,False,False
2294873,,,,"Soon.
The Dothraki never stay still for long.",,,False,False,False
2298545,,,,Is it true they lie with their horses?,,,False,False,False
2301547,,,,I wouldn't ask Khal Drogo.,,,False,False,False
2303967,,,,Do you take me for a fool?,,,False,False,False
2306219,,,,I take you for a king.,,,False,False,False
2308054,,,,"Kings lack the caution
of common men.",,,False,False,False
2311306,,,,My apologies if I've given offense.,,,False,False,False
2313143,,,,I know how to play a man like Drogo.,,,False,False,False
2315853,,,,"I give him a queen
and he gives me an army.",,,False,False,False
2319565,,,,I don't want to be his queen.,,,False,False,False
2326697,,,,I want to go home.,,,False,False,False
2328742,,,,So do I.,,,False,False,False
2331244,,,,"I want us both to go home,",,,False,False,False
2333663,,,,but they took it from us.,,,False,False,False
2335998,,,,"So tell me, sweet sister,",,,False,False,False
2337916,,,,how do we go home?,,,False,False,False
2342297,,,,I don't know.,,,False,False,False
2343590,,,,We go home with an army.,,,False,False,False
2347927,,,,With Khal Drogo's army.,,,False,False,False
2351431,,,,"I would let his whole tribe fuck you,", I would suggest that everyone in his group be friendly with you.,,True,False,False
2354558,,,,"all 40,000 men and their horses too,",,,False,False,False
2357771,,,,if that's what it took.,,,False,False,False
2366779,,,,[Kisses],,,False,False,False
2376748,,,,Do you think Joffrey will like me?,,,False,False,False
2379375,,,,What if he thinks I'm ugly?,,,False,False,False
2381710,,,,Then he is the stupidest prince that ever lived.,,,False,False,False
2387800,,,,He's so handsome.,,,False,False,False
2390302,,,,"When would we be married?
Soon? Or do we have to wait?",,,False,False,False
2393139,,,,"Hush now.
Your father hasn't even said yes.",,,False,False,False
2396351,,,,Why would he say no?,,,False,False,False
2398143,,,,"He'd be the second most powerful man
in the kingdoms.",,,False,False,False
2401188,,,,He'd have to leave home.,,,False,False,False
2404525,,,,He'd have to leave me.,,,False,False,False
2407904,,,,And so would you.,,,False,False,False
2410155,,,,You left your home to come here.,,,False,False,False
2412617,,,,And I'd be queen someday.,,,False,False,False
2416329,,,,Please make Father say yes!,,,False,False,False
2417996,,,,"- Sansa...
- Please, please!",,,False,False,False
2419916,,,,It's the only thing I ever wanted.,,,False,False,False
2426840,,,,"[Music playing, people chattering]",,,False,False,False
2433221,,,,[Laughter],,,False,False,False
2436683,,,,"Fill that up!
Boys, Rodrik, come on.",,,False,False,False
2438976,,,,Come on!,,,False,False,False
2441146,,,,"Come here, you little beauty!",,,False,False,False
2444023,,,,[Robert laughing],,,False,False,False
2459706,,,,Is he dead yet?,,,False,False,False
2466462,,,,Uncle Benjen.,,,False,False,False
2468755,,,,[Laughs],,,False,False,False
2470550,,,,You got bigger.,,,False,False,False
2473136,,,,Rode all day.,,,False,False,False
2474846,,,,"Didn't want to leave you alone
with the Lannisters.",,,False,False,False
2477556,,,,Why aren't you at the feast?,,,False,False,False
2479016,,,,"Lady Stark thought it might
insult the royal family",,,False,False,False
2481895,,,,to seat a bastard in their midst., : 'to place an outsider among them.',,True,False,False
2484646,,,,"Well, you're always
welcome on the Wall.",,,False,False,False
2487150,,,,"No bastard was ever
refused a seat there.", Everybody found a place.,,True,False,False
2489235,,,,"So take me with you
when you go back.",,,False,False,False
2491070,,,,"- Jon...
- Father will let me if you ask him.",,,False,False,False
2494072,,,,I know he will.,,,False,False,False
2498578,,,,The Wall isn't going anywhere.,,,False,False,False
2500788,,,,I'm ready to swear your oath.,,,False,False,False
2503583,,,,"You don't understand
what you'd be giving up.",,,False,False,False
2506835,,,,We have no families.,,,False,False,False
2508880,,,,"- None of us will ever father sons.
- I don't care about that.",,,False,False,False
2512717,,,,"You might, if you knew what it meant.",,,False,False,False
2519056,,,,"[Sighs] I'd better get inside,",,,False,False,False
2521643,,,,rescue your father from his guests.,,,False,False,False
2526980,,,,We'll talk later.,,,False,False,False
2537449,,,,[Tyrion] Your uncle's in the Night's Watch.,,,False,False,False
2542746,,,,What are you doing back there?,,,False,False,False
2545208,,,,Preparing for a night with your family.,,,False,False,False
2552632,,,,I've always wanted to see the Wall.,,,False,False,False
2554675,,,,"You're Tyrion Lannister,",,,False,False,False
2556594,,,,the queen's brother?,,,False,False,False
2558262,,,,My greatest accomplishment.,,,False,False,False
2561474,,,,"And you, you're Ned Stark's bastard,
aren't you?"," ""And you, aren't you the child of Ned Stark without a formal marriage, aren't you?""",,True,False,False
2567605,,,,Did I offend you? Sorry.,,,False,False,False
2571900,,,,"You are the bastard, though."," You are not the legitimate one, though.",,True,False,False
2575654,,,,Lord Eddard Stark is my father.,,,False,False,False
2579242,,,,"And Lady Stark is not your mother,",,,False,False,False
2581994,,,,making you... the bastard., Making you... the outsider.,,True,False,False
2586498,,,,"Let me give you some advice, bastard."," Here is some guidance for you, friend.",,True,False,False
2590295,,,,Never forget what you are.,,,False,False,False
2592212,,,,The rest of the world will not.,,,False,False,False
2594674,,,,Wear it like armor...,,,False,False,False
2597050,,,,and it can never be used to hurt you.,,,False,False,False
2601014,,,,"What the hell do you know
about being a bastard?", What do you mean about understanding being unwanted?,,True,False,False
2606143,,,,"All dwarves are bastards
in their father's eyes.", Dwarves are often viewed with disfavor by their parents.,,True,False,False
2624244,,,,"[Music playing, chattering]",,,False,False,False
2625913,,,,[Laughter],,,False,False,False
2630293,,,,You at a feast...,,,False,False,False
2632878,,,,it's like a bear in a trap.,,,False,False,False
2636549,,,,The boy I beheaded...,,,False,False,False
2639469,,,,"- did you know him?
- Of course I did. Just a lad.",,,False,False,False
2643556,,,,"But he was tough, Ned,",,,False,False,False
2645766,,,,a true ranger.,,,False,False,False
2647143,,,,[Scoffs],,,False,False,False
2648770,,,,He was talking madness.,,,False,False,False
2651730,,,,Said the walkers slaughtered his friends.,,,False,False,False
2653608,,,,The two he was with are still missing.,,,False,False,False
2657570,,,,Hmph. A wildling ambush.,,,False,False,False
2662032,,,,Maybe.,,,False,False,False
2664409,,,,"Direwolves south of the Wall,",,,False,False,False
2667079,,,,"talk of the walkers,",,,False,False,False
2669415,,,,"and my brother might be
the next Hand of the King.",,,False,False,False
2673168,,,,Winter is coming.,,,False,False,False
2678549,,,,[They chuckle],,,False,False,False
2680092,,,,"- Uncle Benjen.
- Robb boy.",,,False,False,False
2683054,,,,"- How are you?
- I'm good.",,,False,False,False
2684639,,,,[Laughter],,,False,False,False
2687974,,,,"Is this your first time
in the North, Your Grace?",,,False,False,False
2690853,,,,Yes. Lovely country.,,,False,False,False
2697402,,,,"I'm sure it's very grim
after King's Landing.",,,False,False,False
2702030,,,,"I remember how scared I was when
Ned brought me up here for the first time.",,,False,False,False
2708621,,,,"Hello, little dove.",,,False,False,False
2711206,,,,But you are a beauty.,,,False,False,False
2713500,,,,"- How old are you?
- Thirteen, Your Grace.",,,False,False,False
2715920,,,,You're tall. Still growing?,,,False,False,False
2718630,,,,"I think so, Your Grace.",,,False,False,False
